,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8
true_1,2,34,16,8,1,0,0,0
true_2,3,72,53,13,3,0,1,0
true_3,0,85,86,40,13,2,0,0
true_4,0,33,55,35,17,7,3,0
true_5,0,4,23,30,13,4,4,1
true_6,0,2,13,22,22,23,2,0
true_7,0,0,6,18,38,26,7,0
true_8,0,0,2,6,12,19,13,3
