,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8
true_1,3,35,19,3,1,0,0,0
true_2,3,68,58,12,3,1,0,0
true_3,1,59,96,54,16,0,0,0
true_4,0,18,60,38,21,9,4,0
true_5,0,2,16,30,19,8,4,0
true_6,0,3,12,16,25,24,4,0
true_7,0,0,4,15,34,31,10,1
true_8,0,0,0,8,12,16,15,4
