epoch,loss,raw_mae,rounded_mae,val_loss,val_raw_mae,val_rounded_mae
0,1.8821816444396973,1.9059998989105225,1.8419115543365479,1.5738866329193115,1.591378092765808,1.561264991760254
1,1.4967870712280273,1.6988637447357178,1.684345006942749,1.426198959350586,1.4567850828170776,1.4540901184082031
2,1.4238795042037964,1.7405526638031006,1.726975679397583,1.4268615245819092,1.4581149816513062,1.4309316873550415
3,1.4339547157287598,1.7777501344680786,1.7624677419662476,1.3984297513961792,1.4312225580215454,1.4159538745880127
4,1.3969539403915405,1.7634562253952026,1.7461494207382202,1.3623169660568237,1.3943052291870117,1.3672767877578735
5,1.3938324451446533,1.7848914861679077,1.7718636989593506,1.3507754802703857,1.3830355405807495,1.373929738998413
6,1.3633482456207275,1.7846429347991943,1.7681246995925903,1.3729219436645508,1.4065752029418945,1.3768856525421143
7,1.3522571325302124,1.8018014430999756,1.7890535593032837,1.322150707244873,1.3567174673080444,1.340329885482788
8,1.3421447277069092,1.8180230855941772,1.804355263710022,1.306179404258728,1.3415535688400269,1.3281593322753906
9,1.3043397665023804,1.8070040941238403,1.7899757623672485,1.3000824451446533,1.3339455127716064,1.314508080482483
10,1.3203707933425903,1.8352077007293701,1.814160704612732,1.2893446683883667,1.3243178129196167,1.2971528768539429
11,1.316811203956604,1.8324530124664307,1.8187795877456665,1.3168816566467285,1.3494027853012085,1.3341548442840576
12,1.2773704528808594,1.8330472707748413,1.8186153173446655,1.2813372611999512,1.3166160583496094,1.2899487018585205
13,1.2682349681854248,1.850519061088562,1.8312238454818726,1.2898519039154053,1.3235830068588257,1.2925331592559814
14,1.256410837173462,1.8646752834320068,1.8469427824020386,1.2371658086776733,1.270098090171814,1.2464505434036255
15,1.2672932147979736,1.8622230291366577,1.8451393842697144,1.24733304977417,1.28386390209198,1.2637956142425537
16,1.245425820350647,1.8757790327072144,1.8581974506378174,1.30538010597229,1.3353773355484009,1.317543387413025
17,1.1980832815170288,1.873509407043457,1.8597944974899292,1.2012006044387817,1.2380969524383545,1.232106328010559
18,1.1705241203308105,1.8969480991363525,1.8797599077224731,1.2428592443466187,1.2710498571395874,1.2413499355316162
19,1.1776162385940552,1.9070311784744263,1.8895050287246704,1.2390587329864502,1.2713720798492432,1.2384964227676392
20,1.1560908555984497,1.9169960021972656,1.8968387842178345,1.4243488311767578,1.4574054479599,1.4076911211013794
21,1.166189193725586,1.903470754623413,1.8878854513168335,1.1719691753387451,1.2083395719528198,1.1920639276504517
22,1.1382436752319336,1.9211832284927368,1.9002944231033325,1.1647818088531494,1.2052031755447388,1.1909373998641968
23,1.121219277381897,1.9266656637191772,1.9102537631988525,1.1580499410629272,1.1958420276641846,1.174681305885315
24,1.1243566274642944,1.9360238313674927,1.9179950952529907,1.160077691078186,1.197293996810913,1.1731774806976318
25,1.1168838739395142,1.9329278469085693,1.912570834159851,1.2218071222305298,1.2622965574264526,1.2249034643173218
26,1.127571702003479,1.9237607717514038,1.8984878063201904,1.1491774320602417,1.190424919128418,1.1785714626312256
27,1.1162036657333374,1.9435731172561646,1.9251712560653687,1.1981676816940308,1.2398029565811157,1.2023851871490479
28,1.0968295335769653,1.927935242652893,1.9074633121490479,1.1520038843154907,1.1951154470443726,1.1899054050445557
29,1.0822583436965942,1.9404058456420898,1.9192285537719727,1.2144064903259277,1.248874545097351,1.2140015363693237
30,1.1267653703689575,1.9371337890625,1.9138129949569702,1.157997488975525,1.195574402809143,1.1690837144851685
31,1.0690088272094727,1.932824730873108,1.9124284982681274,1.1447056531906128,1.1892271041870117,1.1678087711334229
32,1.0706121921539307,1.9509831666946411,1.9329500198364258,1.1345371007919312,1.179060697555542,1.141736626625061
33,1.0910751819610596,1.9334782361984253,1.914144515991211,1.1524749994277954,1.196541428565979,1.1776459217071533
34,1.078784465789795,1.945656657218933,1.9298827648162842,1.246428370475769,1.289852261543274,1.2523854970932007
35,1.0890411138534546,1.9473621845245361,1.9297819137573242,1.1866652965545654,1.2300242185592651,1.1917043924331665
36,1.058416724205017,1.960222840309143,1.9385006427764893,1.160833716392517,1.1992164850234985,1.1813901662826538
37,1.0581251382827759,1.9413864612579346,1.9196529388427734,1.1346900463104248,1.1768227815628052,1.137677550315857
38,1.067968726158142,1.9662836790084839,1.9496864080429077,1.2682173252105713,1.299989938735962,1.2827755212783813
39,1.0528006553649902,1.9569671154022217,1.9383047819137573,1.1726744174957275,1.2131726741790771,1.1905080080032349
40,1.039705514907837,1.9577289819717407,1.9389451742172241,1.1164301633834839,1.1607272624969482,1.1362751722335815
41,1.0162110328674316,1.9658466577529907,1.9465223550796509,1.1449593305587769,1.1906541585922241,1.1620444059371948
42,1.0304954051971436,1.9793930053710938,1.9590094089508057,1.1187183856964111,1.164132833480835,1.144429087638855
43,1.0085612535476685,1.9734658002853394,1.9541550874710083,1.1094845533370972,1.1510785818099976,1.1046009063720703
44,0.994171679019928,1.989487886428833,1.970921516418457,1.0970954895019531,1.1361972093582153,1.1029016971588135
45,1.0060161352157593,1.9814976453781128,1.9599831104278564,1.1081101894378662,1.1487239599227905,1.1192511320114136
46,1.0088412761688232,1.985887885093689,1.9651539325714111,1.104408860206604,1.1470681428909302,1.112977147102356
47,0.9825639128684998,1.9970951080322266,1.978359580039978,1.0992408990859985,1.14217209815979,1.1158913373947144
48,0.9743147492408752,2.00282621383667,1.9854004383087158,1.1021772623062134,1.1471081972122192,1.1192058324813843
49,0.9611380100250244,1.993133544921875,1.9702491760253906,1.068058729171753,1.1153401136398315,1.0771541595458984
