run_name,timestamp,batch,epochs,lr,loss,init,bn,l2,dropout,patience,steps_per_epoch,n_train_images,model_checkpoint,preds_csv_rel
20251102-132146_init-glorot_bn-False_l2-1e-05_dropout-0.2_loss-mae_lr-0.001_batch-64_trainlastblock-True,20251102-132146,64,60,0.001,mae,glorot,False,1e-05,0.2,6,56,3555,20251102-132146_init-glorot_bn-False_l2-1e-05_dropout-0.2_loss-mae_lr-0.001_batch-64_trainlastblock-True/best_model.keras,20251102-132146_init-glorot_bn-False_l2-1e-05_dropout-0.2_loss-mae_lr-0.001_batch-64_trainlastblock-True_test_predictions.csv
