,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8
true_1,6,32,18,5,0,0,0,0
true_2,4,63,64,11,2,1,0,0
true_3,0,40,119,44,20,1,2,0
true_4,0,7,54,52,18,17,2,0
true_5,0,0,10,20,25,17,7,0
true_6,0,0,5,15,18,29,17,0
true_7,0,0,1,2,15,40,29,8
true_8,0,0,0,3,1,16,27,8
