epoch,loss,raw_mae,rounded_mae,val_loss,val_raw_mae,val_rounded_mae
0,1.732867956161499,1.8115698099136353,1.7607852220535278,1.4133411645889282,1.437066912651062,1.4175387620925903
1,1.3847274780273438,1.7812484502792358,1.764603614807129,1.3349894285202026,1.3700244426727295,1.3653408288955688
2,1.3856031894683838,1.8354856967926025,1.8201522827148438,1.414966106414795,1.4477155208587646,1.4283063411712646
3,1.317789912223816,1.8359200954437256,1.8207520246505737,1.4040733575820923,1.437936782836914,1.4278075695037842
4,1.267899990081787,1.8470865488052368,1.8356677293777466,1.2602670192718506,1.292604684829712,1.267043113708496
5,1.2477173805236816,1.8839309215545654,1.8619041442871094,1.1994692087173462,1.2339626550674438,1.220307469367981
6,1.1783018112182617,1.8817967176437378,1.8647993803024292,1.1636195182800293,1.1989221572875977,1.1775811910629272
7,1.1782491207122803,1.917472243309021,1.8987572193145752,1.3680360317230225,1.3928776979446411,1.3755265474319458
8,1.1674684286117554,1.9149869680404663,1.895864725112915,1.2174502611160278,1.2461565732955933,1.2348729372024536
9,1.1431820392608643,1.9236068725585938,1.9084173440933228,1.1395865678787231,1.179038166999817,1.1717733144760132
10,1.114687204360962,1.9318180084228516,1.9140928983688354,1.1813721656799316,1.2130318880081177,1.1910072565078735
11,1.0603066682815552,1.94010329246521,1.922555685043335,1.1407742500305176,1.1796940565109253,1.1610771417617798
12,1.065598964691162,1.9493778944015503,1.9313403367996216,1.1063199043273926,1.1447614431381226,1.1147323846817017
13,1.078588604927063,1.970177412033081,1.9492114782333374,1.1109163761138916,1.1497420072555542,1.131619930267334
14,1.0409672260284424,1.9611059427261353,1.9463759660720825,1.1280770301818848,1.1661556959152222,1.1372591257095337
15,1.018486738204956,1.9731600284576416,1.9512650966644287,1.0763648748397827,1.1179767847061157,1.1028873920440674
16,1.0297709703445435,1.9702867269515991,1.9490500688552856,1.1292774677276611,1.165674090385437,1.1520906686782837
17,1.017616868019104,1.9698141813278198,1.946263074874878,1.0760338306427002,1.1173502206802368,1.0970216989517212
18,1.002264380455017,1.9806712865829468,1.9602903127670288,1.0699422359466553,1.1095540523529053,1.0896471738815308
19,0.9725616574287415,1.9913241863250732,1.9726057052612305,1.0719609260559082,1.1055915355682373,1.0833772420883179
20,0.9549505710601807,1.994179606437683,1.9736337661743164,1.0786126852035522,1.1191163063049316,1.0574288368225098
21,0.9627310633659363,2.0040476322174072,1.9848344326019287,1.0267475843429565,1.0674728155136108,1.031640648841858
22,0.9645451307296753,1.9979379177093506,1.978472113609314,1.0401121377944946,1.076442003250122,1.0583382844924927
23,0.9200340509414673,2.001863718032837,1.984647512435913,1.022365927696228,1.0588247776031494,1.0439088344573975
24,0.9074481725692749,2.0202066898345947,2.0025784969329834,1.0140864849090576,1.0497287511825562,1.010685682296753
25,0.9749088287353516,2.0099740028381348,1.9906501770019531,1.1649367809295654,1.1905577182769775,1.1651251316070557
26,0.9428874850273132,2.0197949409484863,1.9996761083602905,1.0223685503005981,1.0568846464157104,1.0417864322662354
27,0.9129630923271179,2.025015115737915,2.008178949356079,1.0097546577453613,1.046884298324585,1.022781252861023
28,0.8818475008010864,2.0212979316711426,1.9993526935577393,1.0327976942062378,1.0663808584213257,1.028755784034729
29,0.8892426490783691,2.0279946327209473,2.0071399211883545,1.0088624954223633,1.052069067955017,1.0212626457214355
30,0.8870189785957336,2.0247063636779785,2.007755756378174,1.0016590356826782,1.0323389768600464,0.9815683364868164
31,0.8318687081336975,2.0353376865386963,2.0119788646698,1.0825109481811523,1.1149758100509644,1.0886547565460205
32,0.8169946670532227,2.0353763103485107,2.018712282180786,1.014879822731018,1.0545785427093506,1.010553240776062
33,0.8219848275184631,2.039416790008545,2.0230233669281006,1.0439479351043701,1.0753086805343628,1.0480958223342896
34,0.8193699717521667,2.046750068664551,2.0260491371154785,1.0176055431365967,1.039919137954712,0.9948304295539856
35,0.8261433839797974,2.0388271808624268,2.016826868057251,0.9764124155044556,1.0064880847930908,0.9743281602859497
36,0.7947671413421631,2.0596518516540527,2.045011043548584,0.9787240028381348,1.0162206888198853,0.9871830344200134
37,0.7645606994628906,2.0545783042907715,2.0366134643554688,0.9601820707321167,1.0017054080963135,0.9718210101127625
38,0.7745764851570129,2.062185764312744,2.044326066970825,0.9633028507232666,1.005619764328003,0.9547754526138306
39,0.771527111530304,2.0636532306671143,2.0405123233795166,0.9644917845726013,1.0012515783309937,0.9587666392326355
40,0.7229436039924622,2.066532611846924,2.048870325088501,0.9558382034301758,0.991773784160614,0.9532333016395569
41,0.7193823456764221,2.074394702911377,2.056905508041382,0.9461458921432495,0.9821294546127319,0.9393938779830933
42,0.7028343081474304,2.078326940536499,2.062426805496216,0.9674106240272522,1.0072790384292603,0.9764391183853149
