,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8
true_1,2,29,24,5,1,0,0,0
true_2,2,53,71,14,4,0,1,0
true_3,0,40,110,64,9,3,0,0
true_4,0,4,67,47,22,6,3,1
true_5,0,0,19,21,25,5,5,4
true_6,0,1,7,19,29,16,11,1
true_7,0,0,2,14,21,36,20,2
true_8,0,0,2,3,7,11,21,11
