,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8
true_1,4,31,19,6,1,0,0,0
true_2,2,51,69,13,8,1,0,1
true_3,0,41,80,75,23,5,1,1
true_4,0,8,49,43,28,13,5,4
true_5,0,0,12,21,19,14,10,3
true_6,0,1,6,7,22,19,23,6
true_7,0,0,2,5,14,27,36,11
true_8,0,0,1,1,5,9,22,17
