,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8
true_1,5,35,18,3,0,0,0,0
true_2,1,64,67,10,2,1,0,0
true_3,0,38,134,40,10,4,0,0
true_4,0,5,61,61,13,10,0,0
true_5,0,1,11,28,25,9,5,0
true_6,0,0,5,17,28,29,5,0
true_7,0,0,0,8,17,42,26,2
true_8,0,0,0,3,6,15,22,9
