,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8
true_1,1,24,32,3,1,0,0,0
true_2,0,35,84,21,3,2,0,0
true_3,0,18,122,61,19,5,1,0
true_4,0,2,60,48,23,10,6,1
true_5,0,0,13,22,22,11,9,2
true_6,0,0,3,13,28,19,17,4
true_7,0,0,1,9,12,30,29,14
true_8,0,0,1,1,5,7,26,15
