,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8
true_1,5,40,11,5,0,0,0,0
true_2,2,73,57,10,2,1,0,0
true_3,0,37,127,49,9,4,0,0
true_4,0,7,64,47,22,9,1,0
true_5,0,1,9,28,26,10,4,1
true_6,0,0,6,16,24,24,14,0
true_7,0,0,0,5,16,39,32,3
true_8,0,0,1,2,2,17,23,10
