,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8
true_1,5,33,19,4,0,0,0,0
true_2,6,62,67,5,4,1,0,0
true_3,0,37,133,44,7,4,1,0
true_4,0,8,71,42,14,10,5,0
true_5,0,1,21,20,20,11,4,2
true_6,0,1,11,16,24,14,16,2
true_7,0,0,4,10,22,20,33,6
true_8,0,0,2,3,5,8,28,9
